Day,UID,Condition,I am satisfied with my current level of physical activity.,I am a physically active person.,I am committed to my physical activity goal.,How hopeful are you about your physical health today?,How was your mood today?,I am satisfied with my current level of physical activity._num,I am a physically active person._num,I am committed to my physical activity goal._num,How hopeful are you about your physical health today?_num,How was your mood today?_num
0,P4,C,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
1,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
2,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
3,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
4,P4,C,Agree,Agree,Agree,Hopeful,Unpleasant,4.0,4.0,4.0,4.0,2.0
6,P4,C,Agree,Neither agree nor disagree,Agree,Hopeful,Unpleasant,4.0,3.0,4.0,4.0,2.0
7,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
8,P4,C,Neither agree nor disagree,Agree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,4.0,4.0,4.0,3.0
9,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
11,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
12,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
13,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
14,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
15,P4,C,Agree,Agree,Agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,4.0,4.0,3.0
16,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
17,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
18,P4,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
19,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
20,P4,C,Agree,Agree,Agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,4.0,4.0,3.0
21,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
22,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
23,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
24,P4,C,Strongly agree,Agree,Agree,Hopeful,Pleasant,5.0,4.0,4.0,4.0,4.0
25,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
27,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
28,P4,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
0,P38,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
1,P38,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
2,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
3,P38,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
4,P38,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
5,P38,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
6,P38,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
7,P38,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
8,P38,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
9,P38,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
10,P38,T,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
11,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
12,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
13,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
14,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
15,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
16,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
17,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
18,P38,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
19,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
20,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
21,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
22,P38,T,Disagree,Agree,Agree,Hopeful,Pleasant,2.0,4.0,4.0,4.0,4.0
23,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
24,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
25,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
26,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
27,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
28,P38,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
0,P34,T,Agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,4.0,3.0,5.0,5.0,5.0
1,P34,T,Strongly agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,5.0,3.0,5.0,5.0,5.0
2,P34,T,Agree,Neither agree nor disagree,Strongly agree,Neither hopeful nor hopeless,Unpleasant,4.0,3.0,5.0,3.0,2.0
3,P34,T,Strongly agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,5.0,3.0,5.0,5.0,5.0
4,P34,T,Agree,Neither agree nor disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,3.0,5.0,4.0,3.0
6,P34,T,Strongly agree,Agree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,5.0,4.0,5.0,3.0,3.0
7,P34,T,Agree,Neither agree nor disagree,Agree,Hopeless,Unpleasant,4.0,3.0,4.0,2.0,2.0
9,P34,T,Strongly agree,Agree,Strongly agree,Very hopeful,Unpleasant,5.0,4.0,5.0,5.0,2.0
10,P34,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very unpleasant,5.0,4.0,5.0,5.0,5.0
12,P34,T,Strongly agree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,5.0,3.0,5.0,5.0,5.0
15,P34,T,Strongly agree,Agree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,5.0,4.0,5.0,3.0,3.0
17,P34,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
18,P34,T,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Hopeless,Unpleasant,3.0,3.0,5.0,2.0,2.0
20,P34,T,Disagree,Neither agree nor disagree,Agree,Hopeless,Neither pleasant nor unpleasant,2.0,3.0,4.0,2.0,3.0
21,P34,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very unpleasant,5.0,4.0,5.0,5.0,5.0
22,P34,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
23,P34,T,Strongly agree,Agree,Strongly agree,Hopeful,Very pleasant,5.0,4.0,5.0,4.0,5.0
24,P34,T,Strongly agree,Strongly agree,Strongly agree,Hopeful,Very pleasant,5.0,5.0,5.0,4.0,5.0
26,P34,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
0,P30,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Pleasant,3.0,2.0,4.0,4.0,4.0
1,P30,C,Neither agree nor disagree,Disagree,Neither agree nor disagree,Hopeful,Pleasant,3.0,2.0,3.0,4.0,4.0
2,P30,C,Agree,Disagree,Agree,Hopeful,Very pleasant,4.0,2.0,4.0,4.0,5.0
3,P30,C,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
4,P30,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Pleasant,3.0,2.0,4.0,4.0,4.0
5,P30,C,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,2.0,4.0,3.0,3.0
6,P30,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Very pleasant,3.0,2.0,4.0,4.0,5.0
7,P30,C,Neither agree nor disagree,Disagree,Neither agree nor disagree,Hopeful,Very pleasant,3.0,2.0,3.0,4.0,5.0
8,P30,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Pleasant,3.0,2.0,4.0,4.0,4.0
9,P30,C,Neither agree nor disagree,Disagree,Agree,Very hopeful,Pleasant,3.0,2.0,4.0,5.0,4.0
10,P30,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Pleasant,3.0,2.0,4.0,4.0,4.0
11,P30,C,Neither agree nor disagree,Disagree,Agree,Very hopeful,Pleasant,3.0,2.0,4.0,5.0,4.0
12,P30,C,Neither agree nor disagree,Disagree,Agree,Very hopeful,Pleasant,3.0,2.0,4.0,5.0,4.0
13,P30,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Very pleasant,3.0,2.0,4.0,4.0,5.0
14,P30,C,Agree,Disagree,Neither agree nor disagree,Hopeful,Very pleasant,4.0,2.0,3.0,4.0,5.0
15,P30,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Very pleasant,3.0,2.0,4.0,4.0,5.0
16,P30,C,Neither agree nor disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,3.0,2.0,5.0,5.0,5.0
17,P30,C,Neither agree nor disagree,Disagree,Agree,Very hopeful,Pleasant,3.0,2.0,4.0,5.0,4.0
18,P30,C,Agree,Disagree,Agree,Hopeful,Very pleasant,4.0,2.0,4.0,4.0,5.0
19,P30,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,3.0,3.0,4.0,4.0,5.0
20,P30,C,Neither agree nor disagree,Disagree,Agree,Very hopeful,Very pleasant,3.0,2.0,4.0,5.0,5.0
21,P30,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Pleasant,3.0,2.0,4.0,4.0,4.0
22,P30,C,Neither agree nor disagree,Disagree,Agree,Very hopeful,Very pleasant,3.0,2.0,4.0,5.0,5.0
23,P30,C,Neither agree nor disagree,Disagree,Agree,Very hopeful,Pleasant,3.0,2.0,4.0,5.0,4.0
24,P30,C,Neither agree nor disagree,Agree,Agree,Hopeful,Very pleasant,3.0,4.0,4.0,4.0,5.0
25,P30,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Very pleasant,3.0,2.0,4.0,4.0,5.0
26,P30,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Very pleasant,3.0,2.0,4.0,4.0,5.0
27,P30,C,Agree,Neither agree nor disagree,Agree,Very hopeful,Very pleasant,4.0,3.0,4.0,5.0,5.0
28,P30,C,Agree,Neither agree nor disagree,Agree,Very hopeful,Very pleasant,4.0,3.0,4.0,5.0,5.0
0,P10,T,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
1,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
2,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
3,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
4,P10,T,Agree,Agree,Strongly agree,Hopeful,Very pleasant,4.0,4.0,5.0,4.0,5.0
5,P10,T,Agree,Agree,Strongly agree,Neither hopeful nor hopeless,Pleasant,4.0,4.0,5.0,3.0,4.0
6,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
7,P10,T,Agree,Agree,Strongly agree,Hopeful,Very pleasant,4.0,4.0,5.0,4.0,5.0
8,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
9,P10,T,Agree,Agree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,5.0,4.0,3.0
10,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
11,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
12,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
13,P10,T,Agree,Agree,Strongly agree,Very hopeful,Pleasant,4.0,4.0,5.0,5.0,4.0
14,P10,T,Agree,Agree,Strongly agree,Hopeful,Very pleasant,4.0,4.0,5.0,4.0,5.0
15,P10,T,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
16,P10,T,Agree,Agree,Strongly agree,Hopeful,Very pleasant,4.0,4.0,5.0,4.0,5.0
17,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
18,P10,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
19,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
20,P10,T,Agree,Agree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,5.0,4.0,3.0
21,P10,T,Agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,4.0,5.0,5.0,5.0,4.0
22,P10,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
23,P10,T,Agree,Agree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,5.0,4.0,3.0
24,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
25,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
26,P10,T,Agree,Agree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,5.0,4.0,3.0
27,P10,T,Strongly agree,Agree,Strongly agree,Hopeful,Very pleasant,5.0,4.0,5.0,4.0,5.0
28,P10,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
0,P46,T,Disagree,Agree,Agree,Hopeful,Pleasant,2.0,4.0,4.0,4.0,4.0
1,P46,T,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
2,P46,T,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
3,P46,T,Neither agree nor disagree,Agree,Strongly agree,Hopeful,Pleasant,3.0,4.0,5.0,4.0,4.0
4,P46,T,Neither agree nor disagree,Agree,Strongly agree,Hopeful,Very unpleasant,3.0,4.0,5.0,4.0,5.0
5,P46,T,Agree,Strongly agree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,5.0,5.0,4.0,3.0
6,P46,T,Agree,Agree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,5.0,4.0,3.0
7,P46,T,Disagree,Agree,Agree,Hopeful,Pleasant,2.0,4.0,4.0,4.0,4.0
8,P46,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
9,P46,T,Neither agree nor disagree,Agree,Strongly agree,Hopeful,Pleasant,3.0,4.0,5.0,4.0,4.0
10,P46,T,Neither agree nor disagree,Agree,Agree,Neither hopeful nor hopeless,Unpleasant,3.0,4.0,4.0,3.0,2.0
11,P46,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
12,P46,T,Disagree,Agree,Agree,Hopeful,Pleasant,2.0,4.0,4.0,4.0,4.0
13,P46,T,Agree,Strongly agree,Agree,Hopeful,Pleasant,4.0,5.0,4.0,4.0,4.0
14,P46,T,Disagree,Agree,Agree,Hopeful,Pleasant,2.0,4.0,4.0,4.0,4.0
15,P46,T,Disagree,Agree,Strongly agree,Hopeful,Pleasant,2.0,4.0,5.0,4.0,4.0
17,P46,T,Agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,4.0,5.0,5.0,5.0,4.0
18,P46,T,Agree,Strongly agree,Agree,Hopeful,Pleasant,4.0,5.0,4.0,4.0,4.0
19,P46,T,Agree,Strongly agree,Strongly agree,Hopeful,Very pleasant,4.0,5.0,5.0,4.0,5.0
20,P46,T,Agree,Strongly agree,Strongly agree,Hopeful,Pleasant,4.0,5.0,5.0,4.0,4.0
21,P46,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
22,P46,T,Agree,Strongly agree,Agree,Hopeful,Pleasant,4.0,5.0,4.0,4.0,4.0
23,P46,T,Agree,Strongly agree,Agree,Hopeful,Pleasant,4.0,5.0,4.0,4.0,4.0
24,P46,T,Agree,Agree,Strongly agree,Very hopeful,Pleasant,4.0,4.0,5.0,5.0,4.0
25,P46,T,Agree,Agree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,5.0,4.0,3.0
26,P46,T,Agree,Strongly agree,Strongly agree,Hopeful,Unpleasant,4.0,5.0,5.0,4.0,2.0
27,P46,T,Agree,Agree,Strongly agree,Neither hopeful nor hopeless,Pleasant,4.0,4.0,5.0,3.0,4.0
28,P46,T,Agree,Strongly agree,Strongly agree,Hopeful,Pleasant,4.0,5.0,5.0,4.0,4.0
0,P7,C,Disagree,Disagree,Disagree,Hopeful,Pleasant,2.0,2.0,2.0,4.0,4.0
1,P7,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,3.0,4.0,3.0
2,P7,C,Disagree,Disagree,Disagree,Hopeless,Pleasant,2.0,2.0,2.0,2.0,4.0
3,P7,C,Disagree,Disagree,Disagree,Hopeful,Pleasant,2.0,2.0,2.0,4.0,4.0
4,P7,C,Disagree,Disagree,Disagree,Hopeless,,2.0,2.0,2.0,2.0,
5,P7,C,Disagree,Disagree,Disagree,Neither hopeful nor hopeless,Very pleasant,2.0,2.0,2.0,3.0,5.0
6,P7,C,Disagree,Disagree,Disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,2.0,3.0,4.0
7,P7,C,Strongly disagree,Disagree,Disagree,Very hopeless,Pleasant,1.0,2.0,2.0,1.0,4.0
8,P7,C,Disagree,Disagree,Disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,2.0,3.0,4.0
9,P7,C,Disagree,Disagree,Disagree,Hopeful,Pleasant,2.0,2.0,2.0,4.0,4.0
10,P7,C,Disagree,Disagree,Disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,2.0,3.0,4.0
11,P7,C,Disagree,Disagree,Disagree,Hopeful,Pleasant,2.0,2.0,2.0,4.0,4.0
12,P7,C,Disagree,Disagree,Disagree,Neither hopeful nor hopeless,Very pleasant,2.0,2.0,2.0,3.0,5.0
13,P7,C,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Very pleasant,2.0,3.0,3.0,3.0,5.0
14,P7,C,Neither agree nor disagree,Neither agree nor disagree,Disagree,Hopeful,Pleasant,3.0,3.0,2.0,4.0,4.0
15,P7,C,Disagree,Neither agree nor disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,3.0,3.0,4.0,4.0
16,P7,C,Disagree,Neither agree nor disagree,Disagree,Neither hopeful nor hopeless,Pleasant,2.0,3.0,2.0,3.0,4.0
17,P7,C,Disagree,Disagree,Disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,2.0,3.0,4.0
18,P7,C,Disagree,Disagree,Disagree,Hopeless,Unpleasant,2.0,2.0,2.0,2.0,2.0
19,P7,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
20,P7,C,Disagree,Disagree,Disagree,Hopeful,Very pleasant,2.0,2.0,2.0,4.0,5.0
21,P7,C,Disagree,Disagree,Agree,Hopeful,Very pleasant,2.0,2.0,4.0,4.0,5.0
22,P7,C,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
23,P7,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,2.0,3.0,4.0,4.0
24,P7,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,2.0,3.0,4.0,4.0
25,P7,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,2.0,3.0,4.0,4.0
26,P7,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,2.0,3.0,4.0,4.0
27,P7,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,2.0,3.0,4.0,4.0
28,P7,C,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
0,P14,C,Agree,Neither agree nor disagree,Agree,Hopeful,Very pleasant,4.0,3.0,4.0,4.0,5.0
1,P14,C,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,3.0,4.0,4.0,3.0
2,P14,C,Strongly agree,Agree,Agree,Hopeful,Pleasant,5.0,4.0,4.0,4.0,4.0
3,P14,C,Neither agree nor disagree,Agree,Agree,Hopeful,Pleasant,3.0,4.0,4.0,4.0,4.0
4,P14,C,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,3.0,4.0,3.0,3.0,3.0
5,P14,C,Disagree,Neither agree nor disagree,Neither agree nor disagree,Hopeless,Neither pleasant nor unpleasant,2.0,3.0,3.0,2.0,3.0
7,P14,C,Disagree,Neither agree nor disagree,Disagree,Hopeless,Neither pleasant nor unpleasant,2.0,3.0,2.0,2.0,3.0
8,P14,C,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
9,P14,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
10,P14,C,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Hopeful,Pleasant,3.0,3.0,3.0,4.0,4.0
11,P14,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
12,P14,C,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,4.0,3.0,3.0,3.0,4.0
13,P14,C,Agree,Neither agree nor disagree,Neither agree nor disagree,Hopeful,Pleasant,4.0,3.0,3.0,4.0,4.0
15,P14,C,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
16,P14,C,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
17,P14,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
18,P14,C,Agree,Agree,Agree,Hopeless,Neither pleasant nor unpleasant,4.0,4.0,4.0,2.0,3.0
19,P14,C,Neither agree nor disagree,Agree,Agree,Hopeless,Pleasant,3.0,4.0,4.0,2.0,4.0
20,P14,C,Agree,Neither agree nor disagree,Neither agree nor disagree,Hopeful,Pleasant,4.0,3.0,3.0,4.0,4.0
21,P14,C,Agree,Neither agree nor disagree,Neither agree nor disagree,Hopeless,Pleasant,4.0,3.0,3.0,2.0,4.0
22,P14,C,Agree,Agree,Agree,Neither hopeful nor hopeless,Pleasant,4.0,4.0,4.0,3.0,4.0
23,P14,C,Agree,Neither agree nor disagree,Neither agree nor disagree,Hopeless,Pleasant,4.0,3.0,3.0,2.0,4.0
24,P14,C,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither hopeful nor hopeless,Pleasant,3.0,3.0,2.0,3.0,4.0
25,P14,C,Neither agree nor disagree,Agree,Agree,Neither hopeful nor hopeless,Pleasant,3.0,4.0,4.0,3.0,4.0
26,P14,C,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Hopeless,Neither pleasant nor unpleasant,3.0,3.0,3.0,2.0,3.0
27,P14,C,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Hopeless,Neither pleasant nor unpleasant,3.0,3.0,3.0,2.0,3.0
28,P14,C,Disagree,Neither agree nor disagree,Disagree,Hopeless,Neither pleasant nor unpleasant,2.0,3.0,2.0,2.0,3.0
0,P47,C,Disagree,Neither agree nor disagree,Agree,Very hopeful,Very pleasant,2.0,3.0,4.0,5.0,5.0
2,P47,C,Neither agree nor disagree,Agree,Agree,Hopeful,Unpleasant,3.0,4.0,4.0,4.0,2.0
3,P47,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
5,P47,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
7,P47,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
8,P47,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
9,P47,C,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
11,P47,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
12,P47,C,Agree,Strongly agree,Strongly agree,Hopeful,Pleasant,4.0,5.0,5.0,4.0,4.0
14,P47,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
16,P47,C,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
18,P47,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
19,P47,C,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
21,P47,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
23,P47,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
24,P47,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
26,P47,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
28,P47,C,Agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,4.0,5.0,5.0,5.0,5.0
0,P16,T,Strongly disagree,Strongly disagree,Strongly agree,Very hopeful,Very pleasant,1.0,1.0,5.0,5.0,5.0
1,P16,T,Strongly disagree,Strongly disagree,Strongly agree,Very hopeful,Very pleasant,1.0,1.0,5.0,5.0,5.0
